ID,Producer_v,Year_v,Ratings Average,Reviews Count,Type,WineType,Producer/Year
150676828,Ca La Bionda,2017,4.3,13,,amarone della valpolicella classico,Ca La Bionda 2017
147697798,Ca La Bionda,2016,4.3,68,,amarone della valpolicella classico,Ca La Bionda 2016
93301469,Ca La Bionda,2015,4.5,100,top_ranked,amarone della valpolicella classico,Ca La Bionda 2015
11236964,Ca La Bionda,2013,4.4,139,,amarone della valpolicella classico,Ca La Bionda 2013
3561600,Ca La Bionda,2012,4.4,156,most_user_rated,amarone della valpolicella classico,Ca La Bionda 2012
2261836,Ca La Bionda,2011,4.3,130,,amarone della valpolicella classico,Ca La Bionda 2011
3561603,Ca La Bionda,2010,4.4,95,,amarone della valpolicella classico,Ca La Bionda 2010
2972540,Ca La Bionda,2009,4.3,113,,amarone della valpolicella classico,Ca La Bionda 2009
1226963,Ca La Bionda,2008,4.4,84,,amarone della valpolicella classico,Ca La Bionda 2008
1268819,Ca La Bionda,2007,4.6,50,best_user_rated,amarone della valpolicella classico,Ca La Bionda 2007
21590,Ca La Bionda,2006,4.5,37,,amarone della valpolicella classico,Ca La Bionda 2006
22972,Ca La Bionda,2005,4.4,52,,amarone della valpolicella classico,Ca La Bionda 2005
1228011,Ca La Bionda,2004,4.3,17,,amarone della valpolicella classico,Ca La Bionda 2004
1191417,Ca La Bionda,2000,4.4,17,,amarone della valpolicella classico,Ca La Bionda 2000
156886255,Ca La Bionda,2018,4.3,19,,amarone della valpolicella classico,Ca La Bionda 2018
150676828,Ca La Bionda,2017,4.3,13,,amarone della valpolicella classico,Ca La Bionda 2017
147697798,Ca La Bionda,2016,4.3,68,,amarone della valpolicella classico,Ca La Bionda 2016
93301469,Ca La Bionda,2015,4.5,100,top_ranked,amarone della valpolicella classico,Ca La Bionda 2015
11236964,Ca La Bionda,2013,4.4,139,,amarone della valpolicella classico,Ca La Bionda 2013
3561600,Ca La Bionda,2012,4.4,156,most_user_rated,amarone della valpolicella classico,Ca La Bionda 2012
2261836,Ca La Bionda,2011,4.3,130,,amarone della valpolicella classico,Ca La Bionda 2011
3561603,Ca La Bionda,2010,4.4,95,,amarone della valpolicella classico,Ca La Bionda 2010
2972540,Ca La Bionda,2009,4.3,113,,amarone della valpolicella classico,Ca La Bionda 2009
1226963,Ca La Bionda,2008,4.4,84,,amarone della valpolicella classico,Ca La Bionda 2008
1268819,Ca La Bionda,2007,4.6,50,best_user_rated,amarone della valpolicella classico,Ca La Bionda 2007
21590,Ca La Bionda,2006,4.5,37,,amarone della valpolicella classico,Ca La Bionda 2006
22972,Ca La Bionda,2005,4.4,52,,amarone della valpolicella classico,Ca La Bionda 2005
1228011,Ca La Bionda,2004,4.3,17,,amarone della valpolicella classico,Ca La Bionda 2004
1191417,Ca La Bionda,2000,4.4,17,,amarone della valpolicella classico,Ca La Bionda 2000
156886255,Ca La Bionda,2018,4.3,19,,amarone della valpolicella classico,Ca La Bionda 2018
150676828,Ca La Bionda,2017,4.3,13,,amarone della valpolicella classico,Ca La Bionda 2017
147697798,Ca La Bionda,2016,4.3,68,,amarone della valpolicella classico,Ca La Bionda 2016
93301469,Ca La Bionda,2015,4.5,100,top_ranked,amarone della valpolicella classico,Ca La Bionda 2015
11236964,Ca La Bionda,2013,4.4,139,,amarone della valpolicella classico,Ca La Bionda 2013
3561600,Ca La Bionda,2012,4.4,156,most_user_rated,amarone della valpolicella classico,Ca La Bionda 2012
2261836,Ca La Bionda,2011,4.3,130,,amarone della valpolicella classico,Ca La Bionda 2011
3561603,Ca La Bionda,2010,4.4,95,,amarone della valpolicella classico,Ca La Bionda 2010
2972540,Ca La Bionda,2009,4.3,113,,amarone della valpolicella classico,Ca La Bionda 2009
1226963,Ca La Bionda,2008,4.4,84,,amarone della valpolicella classico,Ca La Bionda 2008
1268819,Ca La Bionda,2007,4.6,50,best_user_rated,amarone della valpolicella classico,Ca La Bionda 2007
21590,Ca La Bionda,2006,4.5,37,,amarone della valpolicella classico,Ca La Bionda 2006
22972,Ca La Bionda,2005,4.4,52,,amarone della valpolicella classico,Ca La Bionda 2005
1228011,Ca La Bionda,2004,4.3,17,,amarone della valpolicella classico,Ca La Bionda 2004
1191417,Ca La Bionda,2000,4.4,17,,amarone della valpolicella classico,Ca La Bionda 2000
156886255,Ca La Bionda,2018,4.3,19,,amarone della valpolicella classico,Ca La Bionda 2018
150676828,Ca La Bionda,2017,4.3,13,,amarone della valpolicella classico,Ca La Bionda 2017
147697798,Ca La Bionda,2016,4.3,68,,amarone della valpolicella classico,Ca La Bionda 2016
93301469,Ca La Bionda,2015,4.5,100,top_ranked,amarone della valpolicella classico,Ca La Bionda 2015
11236964,Ca La Bionda,2013,4.4,139,,amarone della valpolicella classico,Ca La Bionda 2013
3561600,Ca La Bionda,2012,4.4,156,most_user_rated,amarone della valpolicella classico,Ca La Bionda 2012
2261836,Ca La Bionda,2011,4.3,130,,amarone della valpolicella classico,Ca La Bionda 2011
3561603,Ca La Bionda,2010,4.4,95,,amarone della valpolicella classico,Ca La Bionda 2010
2972540,Ca La Bionda,2009,4.3,113,,amarone della valpolicella classico,Ca La Bionda 2009
1226963,Ca La Bionda,2008,4.4,84,,amarone della valpolicella classico,Ca La Bionda 2008
1268819,Ca La Bionda,2007,4.6,50,best_user_rated,amarone della valpolicella classico,Ca La Bionda 2007
21590,Ca La Bionda,2006,4.5,37,,amarone della valpolicella classico,Ca La Bionda 2006
22972,Ca La Bionda,2005,4.4,52,,amarone della valpolicella classico,Ca La Bionda 2005
1228011,Ca La Bionda,2004,4.3,17,,amarone della valpolicella classico,Ca La Bionda 2004
1191417,Ca La Bionda,2000,4.4,17,,amarone della valpolicella classico,Ca La Bionda 2000
163815827,Campagnola,2020,4.0,10,price_qpr,amarone della valpolicella classico,Campagnola 2020
159868026,Campagnola,2019,4.3,44,,amarone della valpolicella classico,Campagnola 2019
156698442,Campagnola,2018,4.2,160,,amarone della valpolicella classico,Campagnola 2018
156285786,Campagnola,2017,4.3,221,,amarone della valpolicella classico,Campagnola 2017
89843409,Campagnola,2016,4.2,518,,amarone della valpolicella classico,Campagnola 2016
18938830,Campagnola,2015,4.3,814,most_user_rated,amarone della valpolicella classico,Campagnola 2015
13261611,Campagnola,2014,4.1,159,,amarone della valpolicella classico,Campagnola 2014
4581395,Campagnola,2013,4.2,458,,amarone della valpolicella classico,Campagnola 2013
3258832,Campagnola,2012,4.3,383,top_ranked,amarone della valpolicella classico,Campagnola 2012
2506163,Campagnola,2011,4.2,261,,amarone della valpolicella classico,Campagnola 2011
1857610,Campagnola,2010,4.1,251,,amarone della valpolicella classico,Campagnola 2010
2481813,Campagnola,2009,4.1,270,,amarone della valpolicella classico,Campagnola 2009
1255498,Campagnola,2008,4.2,217,,amarone della valpolicella classico,Campagnola 2008
2362762,Campagnola,2007,4.1,98,,amarone della valpolicella classico,Campagnola 2007
1163768,Campagnola,2006,4.2,61,,amarone della valpolicella classico,Campagnola 2006
1928395,Campagnola,2005,4.3,56,best_user_rated,amarone della valpolicella classico,Campagnola 2005
79574,Campagnola,2004,3.9,20,,amarone della valpolicella classico,Campagnola 2004
1334819,Campagnola,2003,4.3,26,,amarone della valpolicella classico,Campagnola 2003
95092,Campagnola,2001,4.1,17,,amarone della valpolicella classico,Campagnola 2001
95091,Campagnola,2000,4.1,8,,amarone della valpolicella classico,Campagnola 2000
1388171,Campagnola,1999,4.0,7,,amarone della valpolicella classico,Campagnola 1999
163815827,Campagnola,2020,4.0,10,price_qpr,amarone della valpolicella classico,Campagnola 2020
159868026,Campagnola,2019,4.3,44,,amarone della valpolicella classico,Campagnola 2019
156698442,Campagnola,2018,4.2,160,,amarone della valpolicella classico,Campagnola 2018
156285786,Campagnola,2017,4.3,221,,amarone della valpolicella classico,Campagnola 2017
89843409,Campagnola,2016,4.2,518,,amarone della valpolicella classico,Campagnola 2016
18938830,Campagnola,2015,4.3,814,most_user_rated,amarone della valpolicella classico,Campagnola 2015
13261611,Campagnola,2014,4.1,159,,amarone della valpolicella classico,Campagnola 2014
4581395,Campagnola,2013,4.2,458,,amarone della valpolicella classico,Campagnola 2013
3258832,Campagnola,2012,4.3,383,top_ranked,amarone della valpolicella classico,Campagnola 2012
2506163,Campagnola,2011,4.2,261,,amarone della valpolicella classico,Campagnola 2011
1857610,Campagnola,2010,4.1,251,,amarone della valpolicella classico,Campagnola 2010
2481813,Campagnola,2009,4.1,270,,amarone della valpolicella classico,Campagnola 2009
1255498,Campagnola,2008,4.2,217,,amarone della valpolicella classico,Campagnola 2008
2362762,Campagnola,2007,4.1,98,,amarone della valpolicella classico,Campagnola 2007
1163768,Campagnola,2006,4.2,61,,amarone della valpolicella classico,Campagnola 2006
1928395,Campagnola,2005,4.3,56,best_user_rated,amarone della valpolicella classico,Campagnola 2005
79574,Campagnola,2004,3.9,20,,amarone della valpolicella classico,Campagnola 2004
1334819,Campagnola,2003,4.3,26,,amarone della valpolicella classico,Campagnola 2003
95092,Campagnola,2001,4.1,17,,amarone della valpolicella classico,Campagnola 2001
95091,Campagnola,2000,4.1,8,,amarone della valpolicella classico,Campagnola 2000
1388171,Campagnola,1999,4.0,7,,amarone della valpolicella classico,Campagnola 1999
163815827,Campagnola,2020,4.0,10,price_qpr,amarone della valpolicella classico,Campagnola 2020
159868026,Campagnola,2019,4.3,44,,amarone della valpolicella classico,Campagnola 2019
156698442,Campagnola,2018,4.2,160,,amarone della valpolicella classico,Campagnola 2018
156285786,Campagnola,2017,4.3,221,,amarone della valpolicella classico,Campagnola 2017
89843409,Campagnola,2016,4.2,518,,amarone della valpolicella classico,Campagnola 2016
18938830,Campagnola,2015,4.3,814,most_user_rated,amarone della valpolicella classico,Campagnola 2015
13261611,Campagnola,2014,4.1,159,,amarone della valpolicella classico,Campagnola 2014
4581395,Campagnola,2013,4.2,458,,amarone della valpolicella classico,Campagnola 2013
3258832,Campagnola,2012,4.3,383,top_ranked,amarone della valpolicella classico,Campagnola 2012
2506163,Campagnola,2011,4.2,261,,amarone della valpolicella classico,Campagnola 2011
1857610,Campagnola,2010,4.1,251,,amarone della valpolicella classico,Campagnola 2010
2481813,Campagnola,2009,4.1,270,,amarone della valpolicella classico,Campagnola 2009
1255498,Campagnola,2008,4.2,217,,amarone della valpolicella classico,Campagnola 2008
2362762,Campagnola,2007,4.1,98,,amarone della valpolicella classico,Campagnola 2007
1163768,Campagnola,2006,4.2,61,,amarone della valpolicella classico,Campagnola 2006
1928395,Campagnola,2005,4.3,56,best_user_rated,amarone della valpolicella classico,Campagnola 2005
79574,Campagnola,2004,3.9,20,,amarone della valpolicella classico,Campagnola 2004
1334819,Campagnola,2003,4.3,26,,amarone della valpolicella classico,Campagnola 2003
95092,Campagnola,2001,4.1,17,,amarone della valpolicella classico,Campagnola 2001
95091,Campagnola,2000,4.1,8,,amarone della valpolicella classico,Campagnola 2000
1388171,Campagnola,1999,4.0,7,,amarone della valpolicella classico,Campagnola 1999
167059324,Cantina di Negrar,2021,4.1,55,,amarone della valpolicella classico,Cantina di Negrar 2021
162996856,Cantina di Negrar,2020,4.3,248,top_ranked,amarone della valpolicella classico,Cantina di Negrar 2020
159539169,Cantina di Negrar,2019,4.2,372,price_qpr,amarone della valpolicella classico,Cantina di Negrar 2019
156410281,Cantina di Negrar,2018,4.2,521,best_user_rated,amarone della valpolicella classico,Cantina di Negrar 2018
151014407,Cantina di Negrar,2017,4.2,844,most_user_rated,amarone della valpolicella classico,Cantina di Negrar 2017
86290381,Cantina di Negrar,2016,4.2,613,,amarone della valpolicella classico,Cantina di Negrar 2016
16626003,Cantina di Negrar,2015,4.1,466,,amarone della valpolicella classico,Cantina di Negrar 2015
6004448,Cantina di Negrar,2014,4.1,495,,amarone della valpolicella classico,Cantina di Negrar 2014
3639241,Cantina di Negrar,2013,3.9,300,,amarone della valpolicella classico,Cantina di Negrar 2013
3180429,Cantina di Negrar,2012,3.9,228,,amarone della valpolicella classico,Cantina di Negrar 2012
1491711,Cantina di Negrar,2011,3.9,322,,amarone della valpolicella classico,Cantina di Negrar 2011
1301022,Cantina di Negrar,2010,3.8,330,,amarone della valpolicella classico,Cantina di Negrar 2010
1188126,Cantina di Negrar,2009,3.7,167,,amarone della valpolicella classico,Cantina di Negrar 2009
1200223,Cantina di Negrar,2008,3.9,55,,amarone della valpolicella classico,Cantina di Negrar 2008
1290937,Cantina di Negrar,2007,3.8,84,,amarone della valpolicella classico,Cantina di Negrar 2007
87415,Cantina di Negrar,2006,4.1,51,,amarone della valpolicella classico,Cantina di Negrar 2006
1381416,Cantina di Negrar,2005,4.2,21,,amarone della valpolicella classico,Cantina di Negrar 2005
3141745,Cantina di Negrar,2004,4.0,7,,amarone della valpolicella classico,Cantina di Negrar 2004
167059324,Cantina di Negrar,2021,4.1,55,,amarone della valpolicella classico,Cantina di Negrar 2021
162996856,Cantina di Negrar,2020,4.3,248,top_ranked,amarone della valpolicella classico,Cantina di Negrar 2020
159539169,Cantina di Negrar,2019,4.2,372,price_qpr,amarone della valpolicella classico,Cantina di Negrar 2019
156410281,Cantina di Negrar,2018,4.2,521,best_user_rated,amarone della valpolicella classico,Cantina di Negrar 2018
151014407,Cantina di Negrar,2017,4.2,844,most_user_rated,amarone della valpolicella classico,Cantina di Negrar 2017
86290381,Cantina di Negrar,2016,4.2,613,,amarone della valpolicella classico,Cantina di Negrar 2016
16626003,Cantina di Negrar,2015,4.1,466,,amarone della valpolicella classico,Cantina di Negrar 2015
6004448,Cantina di Negrar,2014,4.1,495,,amarone della valpolicella classico,Cantina di Negrar 2014
3639241,Cantina di Negrar,2013,3.9,300,,amarone della valpolicella classico,Cantina di Negrar 2013
3180429,Cantina di Negrar,2012,3.9,228,,amarone della valpolicella classico,Cantina di Negrar 2012
1491711,Cantina di Negrar,2011,3.9,322,,amarone della valpolicella classico,Cantina di Negrar 2011
1301022,Cantina di Negrar,2010,3.8,330,,amarone della valpolicella classico,Cantina di Negrar 2010
1188126,Cantina di Negrar,2009,3.7,167,,amarone della valpolicella classico,Cantina di Negrar 2009
1200223,Cantina di Negrar,2008,3.9,55,,amarone della valpolicella classico,Cantina di Negrar 2008
1290937,Cantina di Negrar,2007,3.8,84,,amarone della valpolicella classico,Cantina di Negrar 2007
87415,Cantina di Negrar,2006,4.1,51,,amarone della valpolicella classico,Cantina di Negrar 2006
1381416,Cantina di Negrar,2005,4.2,21,,amarone della valpolicella classico,Cantina di Negrar 2005
3141745,Cantina di Negrar,2004,4.0,7,,amarone della valpolicella classico,Cantina di Negrar 2004
31332463,Cesari,2015,4.4,8,,amarone della valpolicella classico,Cesari 2015
41808969,Cesari,2013,4.3,31,,amarone della valpolicella classico,Cesari 2013
19557695,Cesari,2012,4.3,17,,amarone della valpolicella classico,Cesari 2012
24221172,Cesari,2011,4.2,29,,amarone della valpolicella classico,Cesari 2011
18656026,Cesari,2010,4.2,39,,amarone della valpolicella classico,Cesari 2010
20218639,Cesari,2009,4.3,28,,amarone della valpolicella classico,Cesari 2009
18958645,Cesari,2008,4.2,49,most_user_rated,amarone della valpolicella classico,Cesari 2008
18046674,Cesari,2007,4.3,48,top_ranked,amarone della valpolicella classico,Cesari 2007
18151022,Cesari,2006,4.5,76,best_user_rated,amarone della valpolicella classico,Cesari 2006
31332463,Cesari,2015,4.4,8,,amarone della valpolicella classico,Cesari 2015
41808969,Cesari,2013,4.3,31,,amarone della valpolicella classico,Cesari 2013
19557695,Cesari,2012,4.3,17,,amarone della valpolicella classico,Cesari 2012
24221172,Cesari,2011,4.2,29,,amarone della valpolicella classico,Cesari 2011
18656026,Cesari,2010,4.2,39,,amarone della valpolicella classico,Cesari 2010
20218639,Cesari,2009,4.3,28,,amarone della valpolicella classico,Cesari 2009
18958645,Cesari,2008,4.2,49,most_user_rated,amarone della valpolicella classico,Cesari 2008
18046674,Cesari,2007,4.3,48,top_ranked,amarone della valpolicella classico,Cesari 2007
18151022,Cesari,2006,4.5,76,best_user_rated,amarone della valpolicella classico,Cesari 2006
31332463,Cesari,2015,4.4,8,,amarone della valpolicella classico,Cesari 2015
41808969,Cesari,2013,4.3,31,,amarone della valpolicella classico,Cesari 2013
19557695,Cesari,2012,4.3,17,,amarone della valpolicella classico,Cesari 2012
24221172,Cesari,2011,4.2,29,,amarone della valpolicella classico,Cesari 2011
18656026,Cesari,2010,4.2,39,,amarone della valpolicella classico,Cesari 2010
20218639,Cesari,2009,4.3,28,,amarone della valpolicella classico,Cesari 2009
18958645,Cesari,2008,4.2,49,most_user_rated,amarone della valpolicella classico,Cesari 2008
18046674,Cesari,2007,4.3,48,top_ranked,amarone della valpolicella classico,Cesari 2007
18151022,Cesari,2006,4.5,76,best_user_rated,amarone della valpolicella classico,Cesari 2006
31332463,Cesari,2015,4.4,8,,amarone della valpolicella classico,Cesari 2015
41808969,Cesari,2013,4.3,31,,amarone della valpolicella classico,Cesari 2013
19557695,Cesari,2012,4.3,17,,amarone della valpolicella classico,Cesari 2012
24221172,Cesari,2011,4.2,29,,amarone della valpolicella classico,Cesari 2011
18656026,Cesari,2010,4.2,39,,amarone della valpolicella classico,Cesari 2010
20218639,Cesari,2009,4.3,28,,amarone della valpolicella classico,Cesari 2009
18958645,Cesari,2008,4.2,49,most_user_rated,amarone della valpolicella classico,Cesari 2008
18046674,Cesari,2007,4.3,48,top_ranked,amarone della valpolicella classico,Cesari 2007
18151022,Cesari,2006,4.5,76,best_user_rated,amarone della valpolicella classico,Cesari 2006
31332463,Cesari,2015,4.4,8,,amarone della valpolicella classico,Cesari 2015
41808969,Cesari,2013,4.3,31,,amarone della valpolicella classico,Cesari 2013
19557695,Cesari,2012,4.3,17,,amarone della valpolicella classico,Cesari 2012
24221172,Cesari,2011,4.2,29,,amarone della valpolicella classico,Cesari 2011
18656026,Cesari,2010,4.2,39,,amarone della valpolicella classico,Cesari 2010
20218639,Cesari,2009,4.3,28,,amarone della valpolicella classico,Cesari 2009
18958645,Cesari,2008,4.2,49,most_user_rated,amarone della valpolicella classico,Cesari 2008
18046674,Cesari,2007,4.3,48,top_ranked,amarone della valpolicella classico,Cesari 2007
18151022,Cesari,2006,4.5,76,best_user_rated,amarone della valpolicella classico,Cesari 2006
159351507,Corte San Benedetto,2018,4.5,5,best_user_rated,amarone della valpolicella classico,Corte San Benedetto 2018
17800625,Corte San Benedetto,2015,4.5,30,top_ranked,amarone della valpolicella classico,Corte San Benedetto 2015
80111853,Corte San Benedetto,2014,4.2,15,,amarone della valpolicella classico,Corte San Benedetto 2014
3482187,Corte San Benedetto,2013,4.4,32,,amarone della valpolicella classico,Corte San Benedetto 2013
14987084,Corte San Benedetto,2012,4.4,89,most_user_rated,amarone della valpolicella classico,Corte San Benedetto 2012
2446406,Corte San Benedetto,2011,4.4,56,,amarone della valpolicella classico,Corte San Benedetto 2011
21828374,Corte San Benedetto,2010,4.3,10,,amarone della valpolicella classico,Corte San Benedetto 2010
1205665,Corte San Benedetto,2008,4.4,31,,amarone della valpolicella classico,Corte San Benedetto 2008
1910391,Corte San Benedetto,2007,4.5,23,,amarone della valpolicella classico,Corte San Benedetto 2007
1263820,Corte San Benedetto,2004,4.6,84,wsa_winning,amarone della valpolicella classico,Corte San Benedetto 2004
1306879,Corte San Benedetto,2003,4.0,2,,amarone della valpolicella classico,Corte San Benedetto 2003
165674310,Degani,2019,4.3,28,best_user_rated,amarone della valpolicella classico,Degani 2019
158853941,Degani,2018,4.3,59,,amarone della valpolicella classico,Degani 2018
154206480,Degani,2017,4.3,82,top_ranked,amarone della valpolicella classico,Degani 2017
151944856,Degani,2016,4.2,43,,amarone della valpolicella classico,Degani 2016
27654368,Degani,2015,4.2,50,,amarone della valpolicella classico,Degani 2015
3733268,Degani,2013,4.1,113,most_user_rated,amarone della valpolicella classico,Degani 2013
2240318,Degani,2012,4.1,115,,amarone della valpolicella classico,Degani 2012
8308396,Degani,2011,4.2,69,,amarone della valpolicella classico,Degani 2011
2446255,Degani,2010,4.1,48,,amarone della valpolicella classico,Degani 2010
1380778,Degani,2009,4.0,21,,amarone della valpolicella classico,Degani 2009
1217330,Degani,2008,4.2,27,,amarone della valpolicella classico,Degani 2008
1225173,Degani,2007,3.9,3,,amarone della valpolicella classico,Degani 2007
167658586,Domini Veneti,2021,4.2,11,,amarone della valpolicella classico,Domini Veneti 2021
163376807,Domini Veneti,2020,4.1,33,,amarone della valpolicella classico,Domini Veneti 2020
159386343,Domini Veneti,2019,4.2,159,,amarone della valpolicella classico,Domini Veneti 2019
156230038,Domini Veneti,2018,4.1,224,,amarone della valpolicella classico,Domini Veneti 2018
152052882,Domini Veneti,2017,4.2,577,,amarone della valpolicella classico,Domini Veneti 2017
92347621,Domini Veneti,2016,4.1,115,,amarone della valpolicella classico,Domini Veneti 2016
31568643,Domini Veneti,2015,4.3,1032,most_user_rated,amarone della valpolicella classico,Domini Veneti 2015
7625607,Domini Veneti,2014,3.9,139,,amarone della valpolicella classico,Domini Veneti 2014
11043519,Domini Veneti,2013,4.1,526,,amarone della valpolicella classico,Domini Veneti 2013
4453409,Domini Veneti,2012,4.1,409,,amarone della valpolicella classico,Domini Veneti 2012
5806828,Domini Veneti,2011,4.1,229,,amarone della valpolicella classico,Domini Veneti 2011
3745842,Domini Veneti,2010,4.3,59,,amarone della valpolicella classico,Domini Veneti 2010
2579581,Domini Veneti,2009,4.1,30,,amarone della valpolicella classico,Domini Veneti 2009
1258005,Domini Veneti,2008,4.2,117,,amarone della valpolicella classico,Domini Veneti 2008
4242518,Domini Veneti,2007,4.2,66,,amarone della valpolicella classico,Domini Veneti 2007
6217704,Domini Veneti,2006,4.2,12,,amarone della valpolicella classico,Domini Veneti 2006
9268417,Domini Veneti,2005,4.2,37,,amarone della valpolicella classico,Domini Veneti 2005
3816661,Domini Veneti,2004,4.2,24,,amarone della valpolicella classico,Domini Veneti 2004
12894421,Domini Veneti,2003,4.4,28,,amarone della valpolicella classico,Domini Veneti 2003
11720336,Domini Veneti,2001,4.3,15,,amarone della valpolicella classico,Domini Veneti 2001
1812965,Domini Veneti,2000,4.4,37,top_ranked,amarone della valpolicella classico,Domini Veneti 2000
1222043,Domini Veneti,1997,4.4,17,best_user_rated,amarone della valpolicella classico,Domini Veneti 1997
152435403,Domini Veneti,1989,4.2,158,,amarone della valpolicella classico,Domini Veneti 1989
159111439,La Giaretta,2017,4.5,12,best_user_rated,amarone della valpolicella classico,La Giaretta 2017
157116936,La Giaretta,2016,4.6,68,price_qpr,amarone della valpolicella classico,La Giaretta 2016
155921493,La Giaretta,2015,4.5,20,oldest_available,amarone della valpolicella classico,La Giaretta 2015
5363872,La Giaretta,2013,4.1,8,,amarone della valpolicella classico,La Giaretta 2013
1889658,La Giaretta,2010,4.4,19,,amarone della valpolicella classico,La Giaretta 2010
6878858,La Giaretta,2009,4.5,40,most_user_rated,amarone della valpolicella classico,La Giaretta 2009
1200115,La Giaretta,2008,4.4,25,,amarone della valpolicella classico,La Giaretta 2008
2134373,La Giaretta,2007,4.5,24,top_ranked,amarone della valpolicella classico,La Giaretta 2007
159111439,La Giaretta,2017,4.5,12,best_user_rated,amarone della valpolicella classico,La Giaretta 2017
157116936,La Giaretta,2016,4.6,68,price_qpr,amarone della valpolicella classico,La Giaretta 2016
155921493,La Giaretta,2015,4.5,20,oldest_available,amarone della valpolicella classico,La Giaretta 2015
5363872,La Giaretta,2013,4.1,8,,amarone della valpolicella classico,La Giaretta 2013
1889658,La Giaretta,2010,4.4,19,,amarone della valpolicella classico,La Giaretta 2010
6878858,La Giaretta,2009,4.5,40,most_user_rated,amarone della valpolicella classico,La Giaretta 2009
1200115,La Giaretta,2008,4.4,25,,amarone della valpolicella classico,La Giaretta 2008
2134373,La Giaretta,2007,4.5,24,top_ranked,amarone della valpolicella classico,La Giaretta 2007
162954732,Le Ragose,2020,4.1,16,,amarone della valpolicella classico,Le Ragose 2020
160206172,Le Ragose,2019,4.2,25,,amarone della valpolicella classico,Le Ragose 2019
156378455,Le Ragose,2018,4.3,61,,amarone della valpolicella classico,Le Ragose 2018
151036704,Le Ragose,2017,4.1,45,,amarone della valpolicella classico,Le Ragose 2017
88299159,Le Ragose,2016,4.1,104,,amarone della valpolicella classico,Le Ragose 2016
14915647,Le Ragose,2015,4.3,103,best_user_rated,amarone della valpolicella classico,Le Ragose 2015
5999805,Le Ragose,2014,3.9,75,,amarone della valpolicella classico,Le Ragose 2014
3602422,Le Ragose,2013,3.9,84,,amarone della valpolicella classico,Le Ragose 2013
1679573,Le Ragose,2012,3.9,91,,amarone della valpolicella classico,Le Ragose 2012
1194001,Le Ragose,2011,4.0,160,,amarone della valpolicella classico,Le Ragose 2011
1404624,Le Ragose,2010,4.0,206,,amarone della valpolicella classico,Le Ragose 2010
1354323,Le Ragose,2009,4.1,255,critic_favorite,amarone della valpolicella classico,Le Ragose 2009
1191884,Le Ragose,2008,4.2,316,,amarone della valpolicella classico,Le Ragose 2008
1228369,Le Ragose,2007,4.2,309,most_user_rated,amarone della valpolicella classico,Le Ragose 2007
1175174,Le Ragose,2006,4.3,284,top_ranked,amarone della valpolicella classico,Le Ragose 2006
1178940,Le Ragose,2005,4.2,92,,amarone della valpolicella classico,Le Ragose 2005
1175173,Le Ragose,2004,4.1,60,,amarone della valpolicella classico,Le Ragose 2004
1195062,Le Ragose,2003,4.1,51,,amarone della valpolicella classico,Le Ragose 2003
1255266,Le Ragose,2002,4.0,10,,amarone della valpolicella classico,Le Ragose 2002
1275756,Le Ragose,2001,4.1,25,,amarone della valpolicella classico,Le Ragose 2001
1229859,Le Ragose,2000,4.1,17,,amarone della valpolicella classico,Le Ragose 2000
1232408,Le Ragose,1999,4.2,17,,amarone della valpolicella classico,Le Ragose 1999
1282339,Le Ragose,1998,4.1,15,,amarone della valpolicella classico,Le Ragose 1998
1218628,Le Ragose,1997,4.1,31,,amarone della valpolicella classico,Le Ragose 1997
162954732,Le Ragose,2020,4.1,16,,amarone della valpolicella classico,Le Ragose 2020
160206172,Le Ragose,2019,4.2,25,,amarone della valpolicella classico,Le Ragose 2019
156378455,Le Ragose,2018,4.3,61,,amarone della valpolicella classico,Le Ragose 2018
151036704,Le Ragose,2017,4.1,45,,amarone della valpolicella classico,Le Ragose 2017
88299159,Le Ragose,2016,4.1,104,,amarone della valpolicella classico,Le Ragose 2016
14915647,Le Ragose,2015,4.3,103,best_user_rated,amarone della valpolicella classico,Le Ragose 2015
5999805,Le Ragose,2014,3.9,75,,amarone della valpolicella classico,Le Ragose 2014
3602422,Le Ragose,2013,3.9,84,,amarone della valpolicella classico,Le Ragose 2013
1679573,Le Ragose,2012,3.9,91,,amarone della valpolicella classico,Le Ragose 2012
1194001,Le Ragose,2011,4.0,160,,amarone della valpolicella classico,Le Ragose 2011
1404624,Le Ragose,2010,4.0,206,,amarone della valpolicella classico,Le Ragose 2010
1354323,Le Ragose,2009,4.1,255,critic_favorite,amarone della valpolicella classico,Le Ragose 2009
1191884,Le Ragose,2008,4.2,316,,amarone della valpolicella classico,Le Ragose 2008
1228369,Le Ragose,2007,4.2,309,most_user_rated,amarone della valpolicella classico,Le Ragose 2007
1175174,Le Ragose,2006,4.3,284,top_ranked,amarone della valpolicella classico,Le Ragose 2006
1178940,Le Ragose,2005,4.2,92,,amarone della valpolicella classico,Le Ragose 2005
1175173,Le Ragose,2004,4.1,60,,amarone della valpolicella classico,Le Ragose 2004
1195062,Le Ragose,2003,4.1,51,,amarone della valpolicella classico,Le Ragose 2003
1255266,Le Ragose,2002,4.0,10,,amarone della valpolicella classico,Le Ragose 2002
1275756,Le Ragose,2001,4.1,25,,amarone della valpolicella classico,Le Ragose 2001
1229859,Le Ragose,2000,4.1,17,,amarone della valpolicella classico,Le Ragose 2000
