id,name_x,year,ratings_average,reviews_count,has_valid_ratings,type,amount
167202174,Occhipinti Contrada PT Frappato 2021,2021.0,4.2,15.0,True,,
164264198,Occhipinti Contrada PT Frappato 2020,2020.0,4.1,15.0,True,,
164612587,Occhipinti Contrada PT Frappato 2019,2019.0,4.2,29.0,True,best_user_rated,
162592945,Occhipinti Contrada PT Frappato 2017,2017.0,4.2,66.0,True,most_user_rated,125.99
159087588,Occhipinti Contrada PT Frappato 2016,2016.0,4.1,37.0,True,top_ranked,
169343626,Occhipinti Contrada BB Frappato 2019,2019.0,4.2,19.0,True,best_user_rated,
160318640,Occhipinti Contrada BB Frappato 2017,2017.0,4.2,30.0,True,top_ranked,140.0
159087610,Occhipinti Contrada BB Frappato 2016,2016.0,4.1,39.0,True,most_user_rated,
168419240,Obsidian Ridge Half Mile 2019,2019.0,4.4,40.0,True,most_user_rated,
155663438,Obsidian Ridge Half Mile 2017,2017.0,4.4,41.0,True,top_ranked,
146369196,Obsidian Ridge Half Mile 2016,2016.0,4.4,43.0,True,best_user_rated,
146369201,Obsidian Ridge Half Mile 2015,2015.0,4.2,16.0,True,,
22193743,Obsidian Ridge Half Mile 2013,2013.0,4.3,11.0,True,,
26319511,Obsidian Ridge Half Mile 2012,2012.0,4.2,15.0,True,,
13814242,Obsidian Ridge Half Mile 2011,2011.0,4.2,8.0,True,,
141666796,Oakville Ranch Cabernet Sauvignon 2014,2014.0,4.0,7.0,True,most_user_rated,
19997751,Oakville Ranch Cabernet Sauvignon 2013,2013.0,4.5,12.0,True,best_user_rated,
11515480,Oakville Ranch Cabernet Sauvignon 2012,2012.0,4.4,18.0,True,critic_favorite,
1788317,Oakville Ranch Cabernet Sauvignon 2010,2010.0,4.5,7.0,True,top_ranked,
160088653,O'Shaughnessy Cabernet Sauvignon Napa Valley 2019,2019.0,4.4,78.0,True,,
161931151,O'Shaughnessy Cabernet Sauvignon Napa Valley 2018,2018.0,4.5,245.0,True,most_user_rated,
154517490,O'Shaughnessy Cabernet Sauvignon Napa Valley 2017,2017.0,4.5,189.0,True,top_ranked,
155639595,O'Shaughnessy Cabernet Sauvignon Napa Valley 2016,2016.0,4.4,154.0,True,,
151893308,O'Shaughnessy Cabernet Sauvignon Napa Valley 2015,2015.0,4.6,35.0,True,best_user_rated,
95071312,O'Shaughnessy Cabernet Sauvignon Napa Valley 2014,2014.0,4.4,78.0,True,,
121189602,O'Shaughnessy Cabernet Sauvignon Napa Valley 2013,2013.0,4.5,76.0,True,critic_favorite,
97175218,O'Shaughnessy Cabernet Sauvignon Napa Valley 2012,2012.0,4.5,8.0,True,,
159646040,O'Shaughnessy Cabernet Sauvignon Mount Veeder 2019,2019.0,4.6,14.0,True,,
157003285,O'Shaughnessy Cabernet Sauvignon Mount Veeder 2018,2018.0,4.6,18.0,True,,
154193437,O'Shaughnessy Cabernet Sauvignon Mount Veeder 2017,2017.0,4.7,14.0,True,best_user_rated,
149656097,O'Shaughnessy Cabernet Sauvignon Mount Veeder 2016,2016.0,4.4,23.0,True,,
19649249,O'Shaughnessy Cabernet Sauvignon Mount Veeder 2015,2015.0,4.6,38.0,True,,
12512558,O'Shaughnessy Cabernet Sauvignon Mount Veeder 2014,2014.0,4.4,112.0,True,,
2366221,O'Shaughnessy Cabernet Sauvignon Mount Veeder 2013,2013.0,4.5,131.0,True,most_user_rated,208.59
3326659,O'Shaughnessy Cabernet Sauvignon Mount Veeder 2012,2012.0,4.5,59.0,True,,
2481789,O'Shaughnessy Cabernet Sauvignon Mount Veeder 2011,2011.0,4.6,53.0,True,wsa_winning,208.59
2127630,O'Shaughnessy Cabernet Sauvignon Mount Veeder 2010,2010.0,4.5,38.0,True,,
1787335,O'Shaughnessy Cabernet Sauvignon Mount Veeder 2009,2009.0,4.6,57.0,True,cheapest_available,267.48
1316544,O'Shaughnessy Cabernet Sauvignon Mount Veeder 2008,2008.0,4.7,30.0,True,top_ranked,
1434523,O'Shaughnessy Cabernet Sauvignon Mount Veeder 2007,2007.0,4.6,45.0,True,,
103912,O'Shaughnessy Cabernet Sauvignon Mount Veeder 2006,2006.0,4.4,18.0,True,,
1516590,O'Shaughnessy Cabernet Sauvignon Mount Veeder 2005,2005.0,4.7,22.0,True,price_qpr,208.59
160099531,O'Shaughnessy Cabernet Sauvignon Howell Mountain 2019,2019.0,4.5,45.0,True,best_user_rated,189.99
156836548,O'Shaughnessy Cabernet Sauvignon Howell Mountain 2018,2018.0,4.5,93.0,True,,
151893316,O'Shaughnessy Cabernet Sauvignon Howell Mountain 2017,2017.0,4.5,124.0,True,,
145290376,O'Shaughnessy Cabernet Sauvignon Howell Mountain 2016,2016.0,4.5,88.0,True,,
38819550,O'Shaughnessy Cabernet Sauvignon Howell Mountain 2015,2015.0,4.6,122.0,True,,
6995486,O'Shaughnessy Cabernet Sauvignon Howell Mountain 2014,2014.0,4.6,270.0,True,top_ranked,
13320984,O'Shaughnessy Cabernet Sauvignon Howell Mountain 2013,2013.0,4.5,265.0,True,most_user_rated,
3819049,O'Shaughnessy Cabernet Sauvignon Howell Mountain 2012,2012.0,4.5,212.0,True,,
2728110,O'Shaughnessy Cabernet Sauvignon Howell Mountain 2011,2011.0,4.5,142.0,True,,
1957622,O'Shaughnessy Cabernet Sauvignon Howell Mountain 2010,2010.0,4.5,122.0,True,,
1848728,O'Shaughnessy Cabernet Sauvignon Howell Mountain 2009,2009.0,4.5,83.0,True,,
1373037,O'Shaughnessy Cabernet Sauvignon Howell Mountain 2008,2008.0,4.6,37.0,True,,
1261485,O'Shaughnessy Cabernet Sauvignon Howell Mountain 2007,2007.0,4.5,63.0,True,,
103909,O'Shaughnessy Cabernet Sauvignon Howell Mountain 2006,2006.0,4.6,34.0,True,,
1234590,O'Shaughnessy Cabernet Sauvignon Howell Mountain 2005,2005.0,4.4,38.0,True,,
3289766,O'Shaughnessy Cabernet Sauvignon Howell Mountain 2004,2004.0,4.6,16.0,True,,
143994263,North by Northwest (NxNW) Cabernet Sauvignon 2016,2016.0,4.2,22.0,True,best_user_rated,
51134786,North by Northwest (NxNW) Cabernet Sauvignon 2015,2015.0,3.9,41.0,True,latest_available,34.99
5073233,North by Northwest (NxNW) Cabernet Sauvignon 2014,2014.0,4.1,146.0,True,most_user_rated,
5073252,North by Northwest (NxNW) Cabernet Sauvignon 2013,2013.0,4.1,92.0,True,top_ranked,98.0
2043925,North by Northwest (NxNW) Cabernet Sauvignon 2012,2012.0,3.9,89.0,True,,
2980106,North by Northwest (NxNW) Cabernet Sauvignon 2011,2011.0,3.7,84.0,True,,
1963520,North by Northwest (NxNW) Cabernet Sauvignon 2010,2010.0,3.9,39.0,True,,
1397718,North by Northwest (NxNW) Cabernet Sauvignon 2009,2009.0,3.8,25.0,True,oldest_available,98.0
1194921,North by Northwest (NxNW) Cabernet Sauvignon 2008,2008.0,4.0,8.0,True,,
160204036,Noon Reserve Shiraz 2019,2019.0,4.4,12.0,True,best_user_rated,
156418628,Noon Reserve Shiraz 2018,2018.0,4.2,20.0,True,,
151133587,Noon Reserve Shiraz 2017,2017.0,4.1,21.0,True,,
144169293,Noon Reserve Shiraz 2016,2016.0,4.3,48.0,True,top_ranked,
18441521,Noon Reserve Shiraz 2015,2015.0,4.3,46.0,True,most_user_rated,
38678310,Noon Reserve Shiraz 2014,2014.0,4.3,24.0,True,,
2272676,Noon Reserve Shiraz 2013,2013.0,4.2,40.0,True,,
2272678,Noon Reserve Shiraz 2012,2012.0,4.2,36.0,True,,
1454091,Noon Reserve Shiraz 2010,2010.0,4.2,34.0,True,,
1183486,Noon Reserve Shiraz 2009,2009.0,4.1,29.0,True,,
2272668,Noon Reserve Shiraz 2006,2006.0,4.3,27.0,True,,
2272674,Noon Reserve Shiraz 2005,2005.0,4.3,28.0,True,,
1312492,Noon Reserve Shiraz 2004,2004.0,4.1,16.0,True,,
2054769,Noon Reserve Shiraz 2003,2003.0,4.2,14.0,True,,
165245671,Nittardi Nectar Dei Maremma Toscana 2020,2020.0,4.3,11.0,True,,
159487661,Nittardi Nectar Dei Maremma Toscana 2019,2019.0,4.2,19.0,True,,
156593818,Nittardi Nectar Dei Maremma Toscana 2018,2018.0,4.3,39.0,True,,
154712266,Nittardi Nectar Dei Maremma Toscana 2016,2016.0,4.2,50.0,True,,
145918749,Nittardi Nectar Dei Maremma Toscana 2015,2015.0,4.2,37.0,True,,
9412870,Nittardi Nectar Dei Maremma Toscana 2014,2014.0,4.2,36.0,True,,
8430221,Nittardi Nectar Dei Maremma Toscana 2013,2013.0,4.1,39.0,True,,
3470500,Nittardi Nectar Dei Maremma Toscana 2012,2012.0,4.3,49.0,True,top_ranked,
2279366,Nittardi Nectar Dei Maremma Toscana 2011,2011.0,4.2,50.0,True,,
3107869,Nittardi Nectar Dei Maremma Toscana 2010,2010.0,4.3,37.0,True,most_user_rated,
2280914,Nittardi Nectar Dei Maremma Toscana 2009,2009.0,4.3,33.0,True,,
2276173,Nittardi Nectar Dei Maremma Toscana 2008,2008.0,4.4,17.0,True,best_user_rated,
3084260,Nittardi Nectar Dei Maremma Toscana 2004,2004.0,4.2,10.0,True,,
160098032,Nittardi Chianti Classico Riserva 2019,2019.0,4.1,19.0,True,,
166310389,Nittardi Chianti Classico Riserva 2018,2018.0,4.2,45.0,True,top_ranked,
154656911,Nittardi Chianti Classico Riserva 2017,2017.0,4.2,50.0,True,,
143474960,Nittardi Chianti Classico Riserva 2016,2016.0,4.0,82.0,True,most_user_rated,
21825514,Nittardi Chianti Classico Riserva 2015,2015.0,4.1,66.0,True,,
20632196,Nittardi Chianti Classico Riserva 2013,2013.0,4.1,44.0,True,,
14182180,Nittardi Chianti Classico Riserva 2012,2012.0,4.2,27.0,True,,
2132856,Nittardi Chianti Classico Riserva 2011,2011.0,4.3,43.0,True,best_user_rated,
4260912,Nittardi Chianti Classico Riserva 2010,2010.0,4.2,47.0,True,,
1515398,Nittardi Chianti Classico Riserva 2009,2009.0,4.2,30.0,True,,
1313165,Nittardi Chianti Classico Riserva 2008,2008.0,4.1,9.0,True,,
167144425,Nino Negri 5 Stelle Sfursat 2021,2021.0,4.4,9.0,True,,
163144977,Nino Negri 5 Stelle Sfursat 2020,2020.0,4.4,92.0,True,,
156241084,Nino Negri 5 Stelle Sfursat 2018,2018.0,4.4,225.0,True,price_qpr,99.99
150450067,Nino Negri 5 Stelle Sfursat 2017,2017.0,4.5,213.0,True,best_user_rated,
91985510,Nino Negri 5 Stelle Sfursat 2016,2016.0,4.5,381.0,True,critic_favorite,
16831241,Nino Negri 5 Stelle Sfursat 2015,2015.0,4.5,475.0,True,wsa_winning,
4542819,Nino Negri 5 Stelle Sfursat 2013,2013.0,4.5,472.0,True,most_user_rated,
1300374,Nino Negri 5 Stelle Sfursat 2011,2011.0,4.5,402.0,True,top_ranked,
1854203,Nino Negri 5 Stelle Sfursat 2010,2010.0,4.5,217.0,True,,
1520917,Nino Negri 5 Stelle Sfursat 2009,2009.0,4.4,367.0,True,,
1203473,Nino Negri 5 Stelle Sfursat 2007,2007.0,4.5,136.0,True,,
30934,Nino Negri 5 Stelle Sfursat 2006,2006.0,4.4,80.0,True,,
83906,Nino Negri 5 Stelle Sfursat 2005,2005.0,4.4,70.0,True,,
90787,Nino Negri 5 Stelle Sfursat 2004,2004.0,4.5,79.0,True,,
1122300,Nino Negri 5 Stelle Sfursat 2003,2003.0,4.4,76.0,True,,
1122149,Nino Negri 5 Stelle Sfursat 2002,2002.0,4.4,77.0,True,,
2260787,Nino Negri 5 Stelle Sfursat 2001,2001.0,4.5,70.0,True,,
2129003,Nino Negri 5 Stelle Sfursat 1999,1999.0,4.4,37.0,True,,
2719578,Nino Negri 5 Stelle Sfursat 1998,1998.0,4.1,20.0,True,,
1887650,Nino Negri 5 Stelle Sfursat 1997,1997.0,4.4,31.0,True,,
156621761,Niner Fog Catcher Red Blend 2018,2018.0,4.5,6.0,True,,
151319827,Niner Fog Catcher Red Blend 2017,2017.0,4.6,32.0,True,best_user_rated,
143202957,Niner Fog Catcher Red Blend 2016,2016.0,4.5,28.0,True,most_user_rated,
20283225,Niner Fog Catcher Red Blend 2015,2015.0,4.5,25.0,True,top_ranked,
8971307,Niner Fog Catcher Red Blend 2014,2014.0,4.5,21.0,True,,
8971310,Niner Fog Catcher Red Blend 2013,2013.0,4.5,18.0,True,,
2443006,Niner Fog Catcher Red Blend 2011,2011.0,4.5,10.0,True,,
3593497,Niner Fog Catcher Red Blend 2010,2010.0,4.4,21.0,True,,
3578459,Niner Fog Catcher Red Blend 2009,2009.0,4.4,21.0,True,,
1252955,Niner Fog Catcher Red Blend 2008,2008.0,4.2,15.0,True,,
171389929,Niepoort Douro Charme Tinto 2022,2022.0,4.4,26.0,True,,
168310971,Niepoort Douro Charme Tinto 2021,2021.0,4.3,40.0,True,,
163253162,Niepoort Douro Charme Tinto 2020,2020.0,4.3,26.0,True,,
161754577,Niepoort Douro Charme Tinto 2019,2019.0,4.3,74.0,True,,
156440830,Niepoort Douro Charme Tinto 2018,2018.0,4.3,88.0,True,,
150961811,Niepoort Douro Charme Tinto 2017,2017.0,4.3,145.0,True,,
143613427,Niepoort Douro Charme Tinto 2016,2016.0,4.3,187.0,True,,
14408504,Niepoort Douro Charme Tinto 2015,2015.0,4.3,206.0,True,most_user_rated,
17221464,Niepoort Douro Charme Tinto 2014,2014.0,4.3,133.0,True,,
3508958,Niepoort Douro Charme Tinto 2013,2013.0,4.3,70.0,True,,
2192667,Niepoort Douro Charme Tinto 2012,2012.0,4.4,85.0,True,,
2266147,Niepoort Douro Charme Tinto 2011,2011.0,4.4,111.0,True,,
1966031,Niepoort Douro Charme Tinto 2010,2010.0,4.3,99.0,True,,
1599166,Niepoort Douro Charme Tinto 2009,2009.0,4.4,123.0,True,top_ranked,129.99
1633445,Niepoort Douro Charme Tinto 2008,2008.0,4.3,73.0,True,,
1710795,Niepoort Douro Charme Tinto 2007,2007.0,4.4,60.0,True,,
1648132,Niepoort Douro Charme Tinto 2006,2006.0,4.2,12.0,True,,
2254575,Niepoort Douro Charme Tinto 2005,2005.0,4.4,11.0,True,,
2268410,Niepoort Douro Charme Tinto 2004,2004.0,4.4,21.0,True,,
1316010,Niepoort Douro Charme Tinto 2002,2002.0,4.5,14.0,True,best_user_rated,
4533554,Niebaum Coppola Rubicon 2004,2004.0,4.6,40.0,True,most_user_rated,
5265821,Niebaum Coppola Rubicon 2003,2003.0,4.4,33.0,True,,
4530264,Niebaum Coppola Rubicon 2002,2002.0,4.5,32.0,True,top_ranked,
4019292,Niebaum Coppola Rubicon 2001,2001.0,4.5,26.0,True,,
4006430,Niebaum Coppola Rubicon 2000,2000.0,4.7,22.0,True,best_user_rated,279.96
3997001,Niebaum Coppola Rubicon 1999,1999.0,4.6,12.0,True,oldest_available,279.96
4323762,Niebaum Coppola Rubicon 1997,1997.0,4.3,21.0,True,,
16399404,Niebaum Coppola Rubicon 1995,1995.0,4.3,22.0,True,,
9574802,Niebaum Coppola Rubicon 1994,1994.0,4.4,11.0,True,,
169573213,Nicolas Jay L'Ensemble Pinot Noir 2021,2021.0,4.2,22.0,True,best_user_rated,
167978197,Nicolas Jay L'Ensemble Pinot Noir 2019,2019.0,4.1,41.0,True,top_ranked,
166463126,Nicolas Jay L'Ensemble Pinot Noir 2018,2018.0,4.2,54.0,True,most_user_rated,
166092085,Nicolas Jay Bishop Creek Pinot Noir 2018,2018.0,4.4,8.0,True,top_ranked,
160236119,Nicolas Jay Bishop Creek Pinot Noir 2017,2017.0,4.5,20.0,True,best_user_rated,
152672572,Nicolas Jay Bishop Creek Pinot Noir 2016,2016.0,4.4,18.0,True,most_user_rated,
151903348,Nicolas Jay Bishop Creek Pinot Noir 2015,2015.0,4.1,9.0,True,,
168186465,Nickel & Nickel Vaca Vista Vineyard Cabernet Sauvignon 2021,2021.0,4.5,25.0,True,top_ranked,
169942030,Nickel & Nickel Vaca Vista Vineyard Cabernet Sauvignon 2019,2019.0,4.4,80.0,True,most_user_rated,
162455338,Nickel & Nickel Vaca Vista Vineyard Cabernet Sauvignon 2018,2018.0,4.4,83.0,True,,
161770801,Nickel & Nickel Vaca Vista Vineyard Cabernet Sauvignon 2017,2017.0,4.5,78.0,True,best_user_rated,
156477493,Nickel & Nickel Suscol Ranch Merlot 2018,2018.0,4.4,67.0,True,price_qpr,81.19
156150458,Nickel & Nickel Suscol Ranch Merlot 2017,2017.0,4.3,71.0,True,best_user_rated,90.99
122983855,Nickel & Nickel Suscol Ranch Merlot 2016,2016.0,4.2,104.0,True,,
50619737,Nickel & Nickel Suscol Ranch Merlot 2015,2015.0,4.3,116.0,True,wsa_winning,
26482575,Nickel & Nickel Suscol Ranch Merlot 2014,2014.0,4.3,86.0,True,most_user_rated,
21423991,Nickel & Nickel Suscol Ranch Merlot 2013,2013.0,4.3,88.0,True,top_ranked,
5100657,Nickel & Nickel Suscol Ranch Merlot 2012,2012.0,4.2,70.0,True,,
3533081,Nickel & Nickel Suscol Ranch Merlot 2011,2011.0,4.1,33.0,True,,
2769815,Nickel & Nickel Suscol Ranch Merlot 2010,2010.0,4.0,15.0,True,,
2483935,Nickel & Nickel Suscol Ranch Merlot 2009,2009.0,4.1,15.0,True,,
167763034,Nickel & Nickel State Ranch Cabernet Sauvignon 2021,2021.0,4.4,45.0,True,,
162906378,Nickel & Nickel State Ranch Cabernet Sauvignon 2020,2020.0,4.4,32.0,True,,
159721004,Nickel & Nickel State Ranch Cabernet Sauvignon 2019,2019.0,4.6,188.0,True,best_user_rated,
156676157,Nickel & Nickel State Ranch Cabernet Sauvignon 2018,2018.0,4.5,230.0,True,,
151018988,Nickel & Nickel State Ranch Cabernet Sauvignon 2017,2017.0,4.5,211.0,True,,
105641621,Nickel & Nickel State Ranch Cabernet Sauvignon 2016,2016.0,4.6,147.0,True,top_ranked,
14717030,Nickel & Nickel State Ranch Cabernet Sauvignon 2015,2015.0,4.5,137.0,True,latest_available,195.99
5540684,Nickel & Nickel State Ranch Cabernet Sauvignon 2014,2014.0,4.5,235.0,True,most_user_rated,195.99
3387816,Nickel & Nickel State Ranch Cabernet Sauvignon 2013,2013.0,4.5,170.0,True,,
10356622,Nickel & Nickel State Ranch Cabernet Sauvignon 2012,2012.0,4.5,213.0,True,,
5136418,Nickel & Nickel State Ranch Cabernet Sauvignon 2011,2011.0,4.4,162.0,True,,
5134058,Nickel & Nickel State Ranch Cabernet Sauvignon 2010,2010.0,4.5,79.0,True,critic_favorite,
5121098,Nickel & Nickel State Ranch Cabernet Sauvignon 2009,2009.0,4.4,66.0,True,,
5195333,Nickel & Nickel State Ranch Cabernet Sauvignon 2008,2008.0,4.4,28.0,True,,
5791379,Nickel & Nickel State Ranch Cabernet Sauvignon 2007,2007.0,4.6,23.0,True,,
172647240,Nickel & Nickel Quicksilver Vineyard Cabernet Sauvignon 2021,2021.0,4.4,16.0,True,,
161356699,Nickel & Nickel Quicksilver Vineyard Cabernet Sauvignon 2019,2019.0,4.5,54.0,True,,
156757262,Nickel & Nickel Quicksilver Vineyard Cabernet Sauvignon 2018,2018.0,4.5,78.0,True,top_ranked,
156757265,Nickel & Nickel Quicksilver Vineyard Cabernet Sauvignon 2017,2017.0,4.5,96.0,True,most_user_rated,
148565938,Nickel & Nickel Quicksilver Vineyard Cabernet Sauvignon 2016,2016.0,4.5,66.0,True,,
147986201,Nickel & Nickel Quicksilver Vineyard Cabernet Sauvignon 2015,2015.0,4.5,46.0,True,,
147282617,Nickel & Nickel Quicksilver Vineyard Cabernet Sauvignon 2014,2014.0,4.5,86.0,True,best_user_rated,
144174749,Nickel & Nickel Quicksilver Vineyard Cabernet Sauvignon 2013,2013.0,4.5,42.0,True,,
144174748,Nickel & Nickel Quicksilver Vineyard Cabernet Sauvignon 2012,2012.0,4.5,26.0,True,,
159472242,Nickel & Nickel Quarry Vineyard Cabernet Sauvignon 2019,2019.0,4.5,74.0,True,,
156592448,Nickel & Nickel Quarry Vineyard Cabernet Sauvignon 2018,2018.0,4.5,58.0,True,,
152149869,Nickel & Nickel Quarry Vineyard Cabernet Sauvignon 2017,2017.0,4.4,104.0,True,,
142044872,Nickel & Nickel Quarry Vineyard Cabernet Sauvignon 2016,2016.0,4.4,105.0,True,,
29767731,Nickel & Nickel Quarry Vineyard Cabernet Sauvignon 2015,2015.0,4.5,97.0,True,,
41870289,Nickel & Nickel Quarry Vineyard Cabernet Sauvignon 2014,2014.0,4.5,140.0,True,price_qpr,139.99
31834878,Nickel & Nickel Quarry Vineyard Cabernet Sauvignon 2013,2013.0,4.5,156.0,True,most_user_rated,
8869819,Nickel & Nickel Quarry Vineyard Cabernet Sauvignon 2012,2012.0,4.5,130.0,True,top_ranked,
4690378,Nickel & Nickel Quarry Vineyard Cabernet Sauvignon 2011,2011.0,4.5,60.0,True,,
2839815,Nickel & Nickel Quarry Vineyard Cabernet Sauvignon 2010,2010.0,4.4,54.0,True,,
2044851,Nickel & Nickel Quarry Vineyard Cabernet Sauvignon 2009,2009.0,4.4,37.0,True,,
2081481,Nickel & Nickel Quarry Vineyard Cabernet Sauvignon 2008,2008.0,4.6,11.0,True,best_user_rated,
170109806,Nickel & Nickel John C. Sullenger Vineyard Cabernet Sauvignon 2021,2021.0,4.4,25.0,True,,
159335492,Nickel & Nickel John C. Sullenger Vineyard Cabernet Sauvignon 2019,2019.0,4.6,101.0,True,best_user_rated,
156850575,Nickel & Nickel John C. Sullenger Vineyard Cabernet Sauvignon 2018,2018.0,4.5,157.0,True,,
152065955,Nickel & Nickel John C. Sullenger Vineyard Cabernet Sauvignon 2017,2017.0,4.5,145.0,True,price_qpr,139.99
85612557,Nickel & Nickel John C. Sullenger Vineyard Cabernet Sauvignon 2016,2016.0,4.5,163.0,True,,
39657724,Nickel & Nickel John C. Sullenger Vineyard Cabernet Sauvignon 2015,2015.0,4.5,129.0,True,oldest_available,139.99
12282253,Nickel & Nickel John C. Sullenger Vineyard Cabernet Sauvignon 2014,2014.0,4.5,197.0,True,top_ranked,
7892960,Nickel & Nickel John C. Sullenger Vineyard Cabernet Sauvignon 2013,2013.0,4.6,212.0,True,most_user_rated,
4499263,Nickel & Nickel John C. Sullenger Vineyard Cabernet Sauvignon 2012,2012.0,4.5,186.0,True,critic_favorite,
3942473,Nickel & Nickel John C. Sullenger Vineyard Cabernet Sauvignon 2011,2011.0,4.3,50.0,True,,
2378667,Nickel & Nickel John C. Sullenger Vineyard Cabernet Sauvignon 2010,2010.0,4.5,77.0,True,,
1572678,Nickel & Nickel John C. Sullenger Vineyard Cabernet Sauvignon 2009,2009.0,4.4,34.0,True,,
1262516,Nickel & Nickel John C. Sullenger Vineyard Cabernet Sauvignon 2008,2008.0,4.3,22.0,True,,
1197148,Nickel & Nickel John C. Sullenger Vineyard Cabernet Sauvignon 2007,2007.0,4.5,35.0,True,,
1121198,Nickel & Nickel John C. Sullenger Vineyard Cabernet Sauvignon 2006,2006.0,4.3,29.0,True,,
6422,Nickel & Nickel John C. Sullenger Vineyard Cabernet Sauvignon 2005,2005.0,4.5,30.0,True,,
1201930,Nickel & Nickel John C. Sullenger Vineyard Cabernet Sauvignon 2003,2003.0,4.1,11.0,True,,
167972004,Nickel & Nickel Dogleg Vineyard Cabernet Sauvignon 2019,2019.0,4.5,92.0,True,most_user_rated,
166606108,Nickel & Nickel Dogleg Vineyard Cabernet Sauvignon 2018,2018.0,4.5,87.0,True,best_user_rated,
171365237,Nickel & Nickel C.C. Ranch Cabernet Sauvignon 2021,2021.0,4.4,18.0,True,,
163542997,Nickel & Nickel C.C. Ranch Cabernet Sauvignon 2020,2020.0,4.5,12.0,True,,
160088456,Nickel & Nickel C.C. Ranch Cabernet Sauvignon 2019,2019.0,4.6,44.0,True,top_ranked,
156153722,Nickel & Nickel C.C. Ranch Cabernet Sauvignon 2018,2018.0,4.4,83.0,True,,
151185076,Nickel & Nickel C.C. Ranch Cabernet Sauvignon 2017,2017.0,4.5,56.0,True,,
144289947,Nickel & Nickel C.C. Ranch Cabernet Sauvignon 2016,2016.0,4.5,71.0,True,price_qpr,138.59
14717006,Nickel & Nickel C.C. Ranch Cabernet Sauvignon 2015,2015.0,4.4,73.0,True,,
12015869,Nickel & Nickel C.C. Ranch Cabernet Sauvignon 2014,2014.0,4.5,93.0,True,oldest_available,160.99
3387822,Nickel & Nickel C.C. Ranch Cabernet Sauvignon 2013,2013.0,4.6,76.0,True,best_user_rated,
3896501,Nickel & Nickel C.C. Ranch Cabernet Sauvignon 2012,2012.0,4.5,129.0,True,most_user_rated,
4329560,Nickel & Nickel C.C. Ranch Cabernet Sauvignon 2011,2011.0,4.5,72.0,True,,
2940852,Nickel & Nickel C.C. Ranch Cabernet Sauvignon 2010,2010.0,4.5,40.0,True,,
1488069,Nickel & Nickel C.C. Ranch Cabernet Sauvignon 2009,2009.0,4.4,32.0,True,,
1505783,Nickel & Nickel C.C. Ranch Cabernet Sauvignon 2008,2008.0,4.6,12.0,True,,
1258428,Nickel & Nickel C.C. Ranch Cabernet Sauvignon 2007,2007.0,4.6,12.0,True,,
1177537,Nickel & Nickel C.C. Ranch Cabernet Sauvignon 2006,2006.0,4.3,8.0,True,,
168526907,Nickel & Nickel Branding Iron Vineyard Cabernet Sauvignon 2021,2021.0,4.5,32.0,True,,
159887073,Nickel & Nickel Branding Iron Vineyard Cabernet Sauvignon 2019,2019.0,4.6,82.0,True,best_user_rated,
157024655,Nickel & Nickel Branding Iron Vineyard Cabernet Sauvignon 2018,2018.0,4.5,131.0,True,,
151185075,Nickel & Nickel Branding Iron Vineyard Cabernet Sauvignon 2017,2017.0,4.6,123.0,True,top_ranked,
95532614,Nickel & Nickel Branding Iron Vineyard Cabernet Sauvignon 2016,2016.0,4.4,127.0,True,latest_available,200.19
16932569,Nickel & Nickel Branding Iron Vineyard Cabernet Sauvignon 2015,2015.0,4.5,84.0,True,,
11437431,Nickel & Nickel Branding Iron Vineyard Cabernet Sauvignon 2014,2014.0,4.5,116.0,True,oldest_available,200.19
5034538,Nickel & Nickel Branding Iron Vineyard Cabernet Sauvignon 2013,2013.0,4.5,118.0,True,,
7863092,Nickel & Nickel Branding Iron Vineyard Cabernet Sauvignon 2012,2012.0,4.5,161.0,True,most_user_rated,
3984875,Nickel & Nickel Branding Iron Vineyard Cabernet Sauvignon 2011,2011.0,4.5,101.0,True,,
2286719,Nickel & Nickel Branding Iron Vineyard Cabernet Sauvignon 2010,2010.0,4.4,55.0,True,,
1609809,Nickel & Nickel Branding Iron Vineyard Cabernet Sauvignon 2009,2009.0,4.5,51.0,True,,
1302668,Nickel & Nickel Branding Iron Vineyard Cabernet Sauvignon 2008,2008.0,4.4,24.0,True,,
2199729,Nickel & Nickel Branding Iron Vineyard Cabernet Sauvignon 2007,2007.0,4.6,14.0,True,,
2036400,Nickel & Nickel Branding Iron Vineyard Cabernet Sauvignon 2006,2006.0,4.5,15.0,True,,
6427,Nickel & Nickel Branding Iron Vineyard Cabernet Sauvignon 2005,2005.0,4.6,10.0,True,,
172892163,Nickel & Nickel Bear Track Vineyard Cabernet Sauvignon 2021,2021.0,4.4,13.0,True,top_ranked,
165420047,Nickel & Nickel Bear Track Vineyard Cabernet Sauvignon 2019,2019.0,4.5,42.0,True,best_user_rated,
165704847,Nickel & Nickel Bear Track Vineyard Cabernet Sauvignon 2018,2018.0,4.3,51.0,True,most_user_rated,
158654885,Nickel & Nickel Bear Flat Merlot 2017,2017.0,4.2,47.0,True,best_user_rated,
152618727,Nickel & Nickel Bear Flat Merlot 2016,2016.0,4.2,50.0,True,top_ranked,
152283933,Nickel & Nickel Bear Flat Merlot 2015,2015.0,4.2,40.0,True,,
147788660,Nickel & Nickel Bear Flat Merlot 2014,2014.0,4.2,79.0,True,most_user_rated,
